uuid,source_dir,index,json_file,visual_glb,collision_glb,image_file
bb02c27b-a9ab-4a28-ae4d-7689675f4231,058_markpen,2,model_data2.json,base2.glb,base2.glb,base2.jpg
9e83aa5d-0a1d-43d3-ba43-62c5bd575922,058_markpen,3,model_data3.json,base3.glb,base3.glb,base3.jpg
5c6abb78-b62f-4cb3-8e3d-a73fc52e5335,058_markpen,4,model_data4.json,base4.glb,base4.glb,base4.jpg
f087e762-26e6-4622-a583-68929a2e5cc4,058_markpen,5,model_data5.json,base5.glb,base5.glb,base5.jpg
fbde4bdb-544c-4795-a5b3-56256abd9801,059_pencup,0,model_data0.json,base0.glb,base0.glb,base0.jpg
c3abd5d4-fa7a-4fb3-acf8-a87da1c450ad,059_pencup,1,model_data1.json,base1.glb,base1.glb,base1.jpg
56114f36-82e6-4d33-bab8-3949017df91c,059_pencup,2,model_data2.json,base2.glb,base2.glb,base2.jpg
8a4bb75d-0fe1-42bc-9552-34d13ab6b171,059_pencup,3,model_data3.json,base3.glb,base3.glb,base3.jpg
4f362785-778e-4105-ab12-9fa580065f32,059_pencup,4,model_data4.json,base4.glb,base4.glb,base4.jpg
4eaaeba3-e169-4c21-b35e-4819713d7e17,059_pencup,5,model_data5.json,base5.glb,base5.glb,base5.jpg
f0536850-eafd-49dc-9dc3-063f993421ac,059_pencup,6,model_data6.json,base6.glb,base6.glb,base6.jpg
530629e8-53fc-48c0-92bb-acff01198f0c,061_battery,0,model_data0.json,base0.glb,base0.glb,base0.jpg
155a218a-c9e5-44e6-ac83-a0728d0c1107,061_battery,1,model_data1.json,base1.glb,base1.glb,base1.jpg
670bc83e-3a33-47b4-898f-82a00cca377b,061_battery,2,model_data2.json,base2.glb,base2.glb,base2.jpg
ba419892-f7eb-4a3f-8c60-a9de05456709,061_battery,3,model_data3.json,base3.glb,base3.glb,base3.jpg
8705e6eb-e8c7-4bc4-942f-1c9c685e93ab,061_battery,4,model_data4.json,base4.glb,base4.glb,base4.jpg
352e3e29-356b-484f-9523-f628cb076de9,061_battery,5,model_data5.json,base5.glb,base5.glb,base5.jpg
41f66a44-8dde-4d78-9148-ae1ab7a33e40,062_plasticbox,0,model_data0.json,base0.glb,base0.glb,base0.jpg
1d45796a-7a0b-45e7-8929-8161c4061417,062_plasticbox,1,model_data1.json,base1.glb,base1.glb,base1.jpg
b1e2332f-29a0-41a4-a1a5-5acd63a48ed9,062_plasticbox,2,model_data2.json,base2.glb,base2.glb,base2.jpg
f1805bd5-750b-4e3b-84c4-fe096351f56a,062_plasticbox,3,model_data3.json,base3.glb,base3.glb,base3.jpg
a7606945-acb7-4dfa-a7d2-28a7b22feb67,062_plasticbox,4,model_data4.json,base4.glb,base4.glb,base4.jpg
93e3f79c-7398-4e41-a98b-977eb3355fb6,062_plasticbox,5,model_data5.json,base5.glb,base5.glb,base5.jpg
fc9ee43c-f933-4ce5-aa29-5ba4ab527510,062_plasticbox,6,model_data6.json,base6.glb,base6.glb,base6.jpg
ecc36605-f00b-488a-b7d8-dfc0f407b5e2,062_plasticbox,7,model_data7.json,base7.glb,base7.glb,base7.jpg
63bebf54-6d65-4c69-90f9-c9c3a14cea81,062_plasticbox,8,model_data8.json,base8.glb,base8.glb,base8.jpg
a62c9c32-5489-4698-adc4-c7621bc1d52e,062_plasticbox,9,model_data9.json,base9.glb,base9.glb,base9.jpg
0b5f4e0c-a0db-455c-8b5d-7314dd32ec52,062_plasticbox,10,model_data10.json,base10.glb,base10.glb,base10.jpg
cf79afe6-61f6-47ff-ab00-17d788dba34b,063_tabletrashbin,0,model_data0.json,base0.glb,base0.glb,base0.jpg
af649d44-54cb-4327-a9d3-20f16c5aa920,063_tabletrashbin,1,model_data1.json,base1.glb,base1.glb,base1.jpg
a8f8d28a-cb64-4839-9394-a9bcf1e35b52,063_tabletrashbin,2,model_data2.json,base2.glb,base2.glb,base2.jpg
3dc0e0ed-37e5-4275-bc22-d5bbf282205a,063_tabletrashbin,3,model_data3.json,base3.glb,base3.glb,base3.jpg
a24552ed-5649-4f48-a0da-96ef7f34184d,063_tabletrashbin,4,model_data4.json,base4.glb,base4.glb,base4.jpg
7d4cbbbd-f5fc-4b95-a628-f86e15affda5,063_tabletrashbin,5,model_data5.json,base5.glb,base5.glb,base5.jpg
f85770c2-abbf-4c93-9dd6-a152c1b9d27e,063_tabletrashbin,6,model_data6.json,base6.glb,base6.glb,base6.jpg
08d7a42a-309a-4ff0-9b7c-6eefae1c71f3,063_tabletrashbin,7,model_data7.json,base7.glb,base7.glb,base7.jpg
bb16d0ec-c350-40ba-be61-3aeaabbe76b2,063_tabletrashbin,8,model_data8.json,base8.glb,base8.glb,base8.jpg
f5744215-1576-4f9c-b8ce-26361523e4ce,063_tabletrashbin,9,model_data9.json,base9.glb,base9.glb,base9.jpg
aea1ec1d-a6a1-449d-bc6a-12fc742ed241,063_tabletrashbin,10,model_data10.json,base10.glb,base10.glb,base10.jpg
7cbb03b1-c320-437d-8b5d-6aa83e58e0fe,064_msg,0,model_data0.json,base0.glb,base0.glb,base0.jpg
299ff0ee-9bfa-4295-bc5c-3accf8c58b95,064_msg,1,model_data1.json,base1.glb,base1.glb,base1.jpg
e1be82b1-6bfb-4109-a2d5-792177703d6c,064_msg,2,model_data2.json,base2.glb,base2.glb,base2.jpg
84df6a36-5261-4185-b1f6-d5410aeddfcc,064_msg,3,model_data3.json,base3.glb,base3.glb,base3.jpg
10baf04f-9dd8-455b-956a-60e9453ea37b,064_msg,4,model_data4.json,base4.glb,base4.glb,base4.jpg
0890e138-68b2-4bb6-bbcf-eb4fd45301a8,064_msg,5,model_data5.json,base5.glb,base5.glb,base5.jpg
ca8ee5aa-0fdf-4ea8-bd2f-728e399959a8,065_soy-sauce,0,model_data0.json,base0.glb,base0.glb,base0.jpg
c1dc09fc-e5b8-4b2c-a1ee-adb7fe68e6be,065_soy-sauce,1,model_data1.json,base1.glb,base1.glb,base1.jpg
61b2f1fe-8526-4b65-9d6c-4fc23afb175a,065_soy-sauce,2,model_data2.json,base2.glb,base2.glb,base2.jpg
81867975-0cf0-4e0f-8ba0-4a2323cf8ee9,065_soy-sauce,3,model_data3.json,base3.glb,base3.glb,base3.jpg
822b6b8c-fb5f-4d80-8eaf-c97c5457b982,065_soy-sauce,4,model_data4.json,base4.glb,base4.glb,base4.jpg
f17dee28-f994-41d6-af9e-a2887bb09806,066_vinegar,0,model_data0.json,base0.glb,base0.glb,base0.jpg
4c6366cb-db5a-48f5-9ab4-4eb0a09ad406,066_vinegar,1,model_data1.json,base1.glb,base1.glb,base1.jpg
a5769ed9-76fb-4919-94a0-1dad0d75b594,066_vinegar,2,model_data2.json,base2.glb,base2.glb,base2.jpg
6ea35f98-e6ec-4fb4-bc4a-130ac9fd7db6,067_steamer,0,model_data0.json,base0.glb,base0.glb,base0.jpg
39b213e4-5f6b-4d87-a90a-7a58c626b9f6,067_steamer,1,model_data1.json,base1.glb,base1.glb,base1.jpg
bcf8a3cb-484e-444a-bf93-e78c2dd196aa,067_steamer,2,model_data2.json,base2.glb,base2.glb,base2.jpg
77cceef0-cbb1-4848-bf1f-8935a44f2969,068_boxdrink,0,model_data0.json,base0.glb,base0.glb,base0.jpg
a4081f15-09a1-45c0-9095-7cc34abcffec,068_boxdrink,1,model_data1.json,base1.glb,base1.glb,base1.jpg
146368bb-86e9-4535-b4bf-da259b975bb4,068_boxdrink,2,model_data2.json,base2.glb,base2.glb,base2.jpg
327195c2-6790-4911-ad5e-5e0db6b3c6af,068_boxdrink,3,model_data3.json,base3.glb,base3.glb,base3.jpg
23bfe861-8083-492f-a9dd-5a0434b45375,069_vagetable,0,model_data0.json,base0.glb,base0.glb,base0.jpg
d8f7277a-0301-4884-bcb1-40e6f15b01fc,069_vagetable,1,model_data1.json,base1.glb,base1.glb,base1.jpg
2e7ba4d4-d3d9-42df-a6d3-56eefa27ae21,069_vagetable,2,model_data2.json,base2.glb,base2.glb,base2.jpg
e81e0b55-7e42-4e5c-9e76-d83ddfaccab7,069_vagetable,3,model_data3.json,base3.glb,base3.glb,base3.jpg
c391985b-ac52-497b-b89d-00971e76c7e5,069_vagetable,4,model_data4.json,base4.glb,base4.glb,base4.jpg
f1cd5758-fff7-47c2-8d5e-c321671dd4ba,069_vagetable,5,model_data5.json,base5.glb,base5.glb,base5.jpg
dd566187-0df8-482f-a3d7-541b6eb6cd1b,069_vagetable,6,model_data6.json,base6.glb,base6.glb,base6.jpg
e51311eb-db3e-4b2d-9326-bb0205f5439c,070_paymentsign,0,model_data0.json,base0.glb,base0.glb,base0.jpg
58c700c8-9c04-4666-a754-812f61cfc233,070_paymentsign,1,model_data1.json,base1.glb,base1.glb,base1.jpg
f2b00344-5f2c-49d1-9b99-c8fae4a781dc,070_paymentsign,2,model_data2.json,base2.glb,base2.glb,base2.jpg
1c8b77b3-98e9-45b9-a413-04b527202966,070_paymentsign,3,model_data3.json,base3.glb,base3.glb,base3.jpg
8f1ef121-51b1-4428-aaad-58c618839b03,071_can,0,model_data0.json,base0.glb,base0.glb,base0.jpg
3cdf536f-a2b2-4072-b2dd-53c942e58710,071_can,1,model_data1.json,base1.glb,base1.glb,base1.jpg
f50cd09e-c56a-4617-8792-d4548909ceb9,071_can,2,model_data2.json,base2.glb,base2.glb,base2.jpg
bd0c5b4c-f173-4c07-8fee-d30586f0ac29,071_can,3,model_data3.json,base3.glb,base3.glb,base3.jpg
ad7c8a38-86f8-4993-9f9b-14cdd0f679ec,071_can,5,model_data5.json,base5.glb,base5.glb,base5.jpg
cd6034a9-9a02-49e1-9736-1f1c3d4d5cfb,071_can,6,model_data6.json,base6.glb,base6.glb,base6.jpg
719932a8-092a-4608-b944-f2c5d545d960,072_electronicscale,0,model_data0.json,base0.glb,base0.glb,base0.jpg
ed96a666-4682-4336-b6b7-276361fa8c29,072_electronicscale,1,model_data1.json,base1.glb,base1.glb,base1.jpg
c0caf4b8-b6a9-44bb-a56a-35c87073c003,072_electronicscale,2,model_data2.json,base2.glb,base2.glb,base2.jpg
47f62dba-b4f1-47bf-8e45-3475446cdb94,072_electronicscale,5,model_data5.json,base5.glb,base5.glb,base5.jpg
cfa44384-7d16-466f-b647-c8929191ab80,072_electronicscale,6,model_data6.json,base6.glb,base6.glb,base6.jpg
10933a30-4679-487e-90d4-5747eb3e8bc5,073_rubikscube,0,model_data0.json,base0.glb,base0.glb,base0.jpg
abf80de6-c37e-4c81-bb4c-3ee9ea331c34,073_rubikscube,1,model_data1.json,base1.glb,base1.glb,base1.jpg
6baaffd4-592f-44b1-89ef-570eb4a751e6,073_rubikscube,2,model_data2.json,base2.glb,base2.glb,base2.jpg
f57427eb-50ea-4d5c-aef9-205032842371,074_displaystand,0,model_data0.json,base0.glb,base0.glb,base0.jpg
edc5644c-49b0-47f1-8558-8c43105c5949,074_displaystand,1,model_data1.json,base1.glb,base1.glb,base1.jpg
95537141-df25-4fa0-9eff-8d171722c4fd,074_displaystand,2,model_data2.json,base2.glb,base2.glb,base2.jpg
206466a7-bc79-46c0-ba3b-0a505476de50,074_displaystand,3,model_data3.json,base3.glb,base3.glb,base3.jpg
176f686e-bd72-4180-a9f5-10340b408337,074_displaystand,4,model_data4.json,base4.glb,base4.glb,base4.jpg
d780ce6a-b242-4605-b9b5-85baac9322d0,075_bread,0,model_data0.json,base0.glb,base0.glb,base0.jpg
a0c6a447-78c0-48f3-8f44-7dce86ba80f0,075_bread,1,model_data1.json,base1.glb,base1.glb,base1.jpg
3473b6ff-afb2-4e04-9dd4-ad9262616601,075_bread,2,model_data2.json,base2.glb,base2.glb,base2.jpg
acd820b8-ff7d-4607-b4f4-7034af264fb1,075_bread,3,model_data3.json,base3.glb,base3.glb,base3.jpg
faa35475-ba5e-4a14-95a6-3197808d6c49,075_bread,4,model_data4.json,base4.glb,base4.glb,base4.jpg
71007a46-9826-457e-a6f7-b9269fa9d8e1,075_bread,5,model_data5.json,base5.glb,base5.glb,base5.jpg
8575112e-7511-42db-9076-0644fe01bcc5,075_bread,6,model_data6.json,base6.glb,base6.glb,base6.jpg
85949925-fb22-4307-aa92-f0c2e485dfa6,076_breadbasket,0,model_data0.json,base0.glb,base0.glb,base0.jpg
98babef5-75d9-4244-b021-0f18cea9a1cc,076_breadbasket,1,model_data1.json,base1.glb,base1.glb,base1.jpg
985a8564-a977-493e-a928-543d4fa81b65,076_breadbasket,2,model_data2.json,base2.glb,base2.glb,base2.jpg
e100a9ae-74cd-47b7-9551-c683e0b97e12,076_breadbasket,3,model_data3.json,base3.glb,base3.glb,base3.jpg
f7df6e6a-6db9-41ae-9dfc-5813ec6f6bf0,076_breadbasket,4,model_data4.json,base4.glb,base4.glb,base4.jpg
1a24755f-0eed-4540-964d-0481f8c3b217,077_phone,0,model_data0.json,base0.glb,base0.glb,base0.jpg
cde9ff95-a4f5-46f2-9c58-08193efafde8,077_phone,1,model_data1.json,base1.glb,base1.glb,base1.jpg
6b0f2618-0497-4a42-a5dc-a97247ffac28,077_phone,2,model_data2.json,base2.glb,base2.glb,base2.jpg
df2008af-a787-4fe4-bc14-cb6b98779d17,077_phone,3,model_data3.json,base3.glb,base3.glb,base3.jpg
402fd1a7-90dd-4e0a-9271-52cf551779ec,077_phone,4,model_data4.json,base4.glb,base4.glb,base4.jpg
a7843de2-00cb-4eb4-a837-1fcf6d892f7c,078_phonestand,0,model_data0.json,base0.glb,base0.glb,base0.jpg
37064508-0196-4bc9-a2ed-d02a350cfc36,078_phonestand,1,model_data1.json,base1.glb,base1.glb,base1.jpg
e4753080-7b92-433d-8e9e-ceb80fe1c4a1,078_phonestand,2,model_data2.json,base2.glb,base2.glb,base2.jpg
4da02c00-6076-43d8-b2d5-a1863e514a2a,078_phonestand,3,model_data3.json,base3.glb,base3.glb,base3.jpg
12f4327e-f607-4958-8ee8-696fc6e869e3,078_phonestand,4,model_data4.json,base4.glb,base4.glb,base4.jpg
06f7cfea-37d4-4df5-af69-8a49568632cf,078_phonestand,5,model_data5.json,base5.glb,base5.glb,base5.jpg
92f5d896-13db-4af0-80c5-eb3f0b6a01fc,078_phonestand,6,model_data6.json,base6.glb,base6.glb,base6.jpg
fdac0cc5-3326-4e1e-b21c-7dc641c0b310,079_remotecontrol,0,model_data0.json,base0.glb,base0.glb,base0.jpg
25162cab-6dd0-4490-8696-24895f0a558c,079_remotecontrol,1,model_data1.json,base1.glb,base1.glb,base1.jpg
32871b15-50c2-4356-b5be-83f00822aedb,079_remotecontrol,2,model_data2.json,base2.glb,base2.glb,base2.jpg
caecdaf3-fca1-49ca-b034-f5168cd5821a,079_remotecontrol,3,model_data3.json,base3.glb,base3.glb,base3.jpg
97650d46-2d33-4dc8-915d-28f4297f648d,079_remotecontrol,4,model_data4.json,base4.glb,base4.glb,base4.jpg
a34b9ec5-3798-4103-b19e-6e9d436203a5,079_remotecontrol,5,model_data5.json,base5.glb,base5.glb,base5.jpg
9563ceb1-d7ef-4500-8e55-786dc6e5f9ac,079_remotecontrol,6,model_data6.json,base6.glb,base6.glb,base6.jpg
21c1f3fb-3643-4e17-9f2c-e278bf32d359,080_pillbottle,1,model_data1.json,base1.glb,base1.glb,base1.jpg
8a77d86d-4cf5-40dc-b1e9-a2dd4c61e559,080_pillbottle,2,model_data2.json,base2.glb,base2.glb,base2.jpg
64a251f3-8202-4cee-b622-e67d574a9021,080_pillbottle,3,model_data3.json,base3.glb,base3.glb,base3.jpg
dfd83e85-ff38-4837-befa-5006ad9c04a2,080_pillbottle,4,model_data4.json,base4.glb,base4.glb,base4.jpg
aec26e96-fac4-4963-9389-98a02837605f,080_pillbottle,5,model_data5.json,base5.glb,base5.glb,base5.jpg
f4c78267-9fba-4674-80dc-62b78e2c4d7f,081_playingcards,0,model_data0.json,base0.glb,base0.glb,base0.jpg
aa42c739-e868-4f6c-b71d-f75bf3ee0a28,081_playingcards,1,model_data1.json,base1.glb,base1.glb,base1.jpg
00aff23a-2075-44d5-a4eb-da6d5998a409,081_playingcards,2,model_data2.json,base2.glb,base2.glb,base2.jpg
0a625250-d9f1-4b11-b423-9cd8efba974d,082_smallshovel,0,model_data0.json,base0.glb,base0.glb,base0.jpg
2c51014f-aac4-4961-8964-6dc292782631,082_smallshovel,1,model_data1.json,base1.glb,base1.glb,base1.jpg
8f74ae21-6806-44cd-9e75-7f218b9896cc,082_smallshovel,2,model_data2.json,base2.glb,base2.glb,base2.jpg
9fd296fc-3e6b-40ae-9f8b-ed3cfced0dcc,082_smallshovel,3,model_data3.json,base3.glb,base3.glb,base3.jpg
18010367-714b-4f4e-8843-e1a0537f897c,083_brush,0,model_data0.json,base0.glb,base0.glb,base0.jpg
b8bb8aab-5e75-4c9f-9d4c-d38a824a41ad,083_brush,1,model_data1.json,base1.glb,base1.glb,base1.jpg
f97f8c2d-1a8c-4e87-b1b6-3d0a673d3d1a,083_brush,2,model_data2.json,base2.glb,base2.glb,base2.jpg
13bc5b65-0f1f-40f3-ad21-8f15314c6950,083_brush,3,model_data3.json,base3.glb,base3.glb,base3.jpg
eeca9dd1-d09b-4e7b-8b84-17abbcd16bc4,084_woodenmallet,0,model_data0.json,base0.glb,base0.glb,base0.jpg
bbc7af39-c9a5-411c-bffb-11740f46c3e8,084_woodenmallet,1,model_data1.json,base1.glb,base1.glb,base1.jpg
e31dadc6-9d91-477a-b08d-30f6c1fd9804,084_woodenmallet,2,model_data2.json,base2.glb,base2.glb,base2.jpg
dd0c5807-e8d4-4866-a4ae-718fa666d090,084_woodenmallet,3,model_data3.json,base3.glb,base3.glb,base3.jpg
1e15d0e7-b036-49b2-b2cf-92e6eccf3f7a,084_woodenmallet,4,model_data4.json,base4.glb,base4.glb,base4.jpg
14d90e11-79ef-493a-88ec-a4dbe52eb705,085_gong,0,model_data0.json,base0.glb,base0.glb,base0.jpg
b470fe6f-43e1-4414-91e7-3b3fdf9e9f8e,085_gong,1,model_data1.json,base1.glb,base1.glb,base1.jpg
15838fc5-9bd5-4138-a00e-e2f73ba6cd53,085_gong,2,model_data2.json,base2.glb,base2.glb,base2.jpg
f4f214a1-5117-4bd8-914b-c217abae5df3,085_gong,3,model_data3.json,base3.glb,base3.glb,base3.jpg
aa01bcfc-2436-4d01-a8c2-e6cbeb126ff0,085_gong,4,model_data4.json,base4.glb,base4.glb,base4.jpg
56e0a501-d379-44f5-9a91-2a4999236ca8,085_gong,5,model_data5.json,base5.glb,base5.glb,base5.jpg
aabb376a-ece7-4d53-ba25-6fb5cd66cef4,086_woodenblock,0,model_data0.json,base0.glb,base0.glb,base0.jpg
5c65238d-10b0-40d4-91dc-b242f3cdbe33,086_woodenblock,1,model_data1.json,base1.glb,base1.glb,base1.jpg
d2b81fbf-6a94-4751-be8d-eee2dec91220,086_woodenblock,2,model_data2.json,base2.glb,base2.glb,base2.jpg
3d4637fb-d696-4cd6-a4ae-54a3d31f7340,086_woodenblock,3,model_data3.json,base3.glb,base3.glb,base3.jpg
4e0f8532-f526-46da-8959-51a92f340ba9,086_woodenblock,4,model_data4.json,base4.glb,base4.glb,base4.jpg
cb562d1b-b308-471a-9f78-1932fbb2fc07,087_waterer,0,model_data0.json,base0.glb,base0.glb,base0.jpg
fc4e47ed-d4c2-4c25-aea2-424d5b7fd0ea,087_waterer,1,model_data1.json,base1.glb,base1.glb,base1.jpg
2ac3c496-a37f-4713-af6d-a7989a958c0b,087_waterer,2,model_data2.json,base2.glb,base2.glb,base2.jpg
d4e09171-41f8-4e4b-9ccd-7ca57654773e,087_waterer,3,model_data3.json,base3.glb,base3.glb,base3.jpg
9b4c819a-4798-4491-8ba2-0c4451029eea,087_waterer,4,model_data4.json,base4.glb,base4.glb,base4.jpg
a6e9ab42-6702-487b-b5c8-419b5d5225ef,087_waterer,5,model_data5.json,base5.glb,base5.glb,base5.jpg
b31afc99-5ad7-4756-a4a4-492a4bc8342b,087_waterer,6,model_data6.json,base6.glb,base6.glb,base6.jpg
d7f6e15d-edb9-490b-8d22-a87546e7a6bf,087_waterer,7,model_data7.json,base7.glb,base7.glb,base7.jpg
301d355d-265b-4bdf-a0a1-1f28db7346ea,088_wineglass,0,model_data0.json,base0.glb,base0.glb,base0.jpg
d255ae5d-69d4-4391-90c0-ac1406d777b5,088_wineglass,1,model_data1.json,base1.glb,base1.glb,base1.jpg
cd600c16-44f3-47e5-adcf-3e5e55b6d9c4,088_wineglass,2,model_data2.json,base2.glb,base2.glb,base2.jpg
34f4868e-8620-42bc-949e-6954ff11796f,088_wineglass,3,model_data3.json,base3.glb,base3.glb,base3.jpg
358e789e-3cc7-479a-af54-46bd832243c4,088_wineglass,4,model_data4.json,base4.glb,base4.glb,base4.jpg
de4e6c10-729a-4d7a-8033-1bac871f8e48,089_globe,2,model_data2.json,base2.glb,base2.glb,base2.jpg
6a6c0ecf-fdf9-455c-8dbe-1e03c580bd5e,089_globe,3,model_data3.json,base3.glb,base3.glb,base3.jpg
b29ff15c-c05c-4f37-a7ec-6219f1105978,090_trophy,0,model_data0.json,base0.glb,base0.glb,base0.jpg
3d03c610-199e-4808-bfe6-8bb3e1cd46a2,090_trophy,1,model_data1.json,base1.glb,base1.glb,base1.jpg
ae4adda3-7659-4047-81e3-8df0ef36db30,090_trophy,2,model_data2.json,base2.glb,base2.glb,base2.jpg
e3fd79e3-fe8b-4444-8f2c-0f94e29f4788,090_trophy,3,model_data3.json,base3.glb,base3.glb,base3.jpg
ef6de1e3-b357-454b-aaa5-9a80949b9a8a,090_trophy,4,model_data4.json,base4.glb,base4.glb,base4.jpg
ca75d88c-3efa-4690-b38b-08260de50d04,091_kettle,0,model_data0.json,base0.glb,base0.glb,base0.jpg
8e2582e5-6b55-425f-957b-9b2c4544324c,091_kettle,1,model_data1.json,base1.glb,base1.glb,base1.jpg
a375c8ce-78a4-427a-8da7-8e7778e7e3a2,091_kettle,2,model_data2.json,base2.glb,base2.glb,base2.jpg
39a97ff4-0872-4c89-99c3-7e775ec4f5bb,091_kettle,3,model_data3.json,base3.glb,base3.glb,base3.jpg
151621c1-24ea-4b67-9df9-13c47e41ec05,091_kettle,4,model_data4.json,base4.glb,base4.glb,base4.jpg
064fe910-a80f-4581-a8fd-4df447ff8e04,091_kettle,5,model_data5.json,base5.glb,base5.glb,base5.jpg
c42859b0-9e06-4c3c-97c5-8d1cfa31d32e,092_notebook,0,model_data0.json,base0.glb,base0.glb,base0.jpg
0b715f9d-6335-40af-969a-148265f20aea,092_notebook,1,model_data1.json,base1.glb,base1.glb,base1.jpg
10c2f6f6-b143-4a4a-9ec8-1efb53d16377,092_notebook,2,model_data2.json,base2.glb,base2.glb,base2.jpg
c8958c3b-2c90-452d-bdea-fc1c797a79ce,093_brush-pen,0,model_data0.json,base0.glb,base0.glb,base0.jpg
22655f24-6e1e-4010-b2ec-c78ec21f96f7,093_brush-pen,1,model_data1.json,base1.glb,base1.glb,base1.jpg
97776e60-5084-449e-b161-37ec7bf910f9,093_brush-pen,2,model_data2.json,base2.glb,base2.glb,base2.jpg
f43bae46-f6fc-4841-9aa4-01297a7ebfaf,093_brush-pen,3,model_data3.json,base3.glb,base3.glb,base3.jpg
fc2e8eae-4b4a-473d-aabe-ed57c957c31a,093_brush-pen,4,model_data4.json,base4.glb,base4.glb,base4.jpg
25ffe8c2-9d85-43b5-8d5f-6845a82d1386,093_brush-pen,5,model_data5.json,base5.glb,base5.glb,base5.jpg
1f9f6e90-2581-439d-8e29-98889deab301,094_rest,0,model_data0.json,base0.glb,base0.glb,base0.jpg
d3682ed9-84af-435c-9a1e-2615a3baf831,094_rest,1,model_data1.json,base1.glb,base1.glb,base1.jpg
64e9cf6f-5f86-4b78-8f1a-107d2423f653,094_rest,2,model_data2.json,base2.glb,base2.glb,base2.jpg
cb6ef469-6ef1-4a29-87c9-83659a5f2705,094_rest,3,model_data3.json,base3.glb,base3.glb,base3.jpg
c9dd303c-91fc-4bc6-8fd4-737d3ee8a018,095_glue,0,model_data0.json,base0.glb,base0.glb,base0.jpg
4ec1a7df-33b4-4379-928c-0d30024260a9,095_glue,1,model_data1.json,base1.glb,base1.glb,base1.jpg
fe256e82-206b-4031-a3f8-4c74349f07df,095_glue,2,model_data2.json,base2.glb,base2.glb,base2.jpg
6c7c1200-bf68-42ab-8c6b-1c798015beee,095_glue,4,model_data4.json,base4.glb,base4.glb,base4.jpg
9fc31291-41fe-468a-be23-26fbb6a9877b,095_glue,5,model_data5.json,base5.glb,base5.glb,base5.jpg
f1fa87ca-4f8c-402f-a598-36cbdce41f5c,095_glue,6,model_data6.json,base6.glb,base6.glb,base6.jpg
638598b7-e011-4c1b-b884-c3aa5f709e06,096_cleaner,0,model_data0.json,base0.glb,base0.glb,base0.jpg
44d45c87-7a45-44d9-b00c-d3a72608d80e,096_cleaner,1,model_data1.json,base1.glb,base1.glb,base1.jpg
b88b1803-1075-432f-9b3b-4ef19e7cb9e8,096_cleaner,2,model_data2.json,base2.glb,base2.glb,base2.jpg
2ed1cd1e-7a63-48eb-ad5e-09a8f71849c2,096_cleaner,3,model_data3.json,base3.glb,base3.glb,base3.jpg
a513c2c5-6c5c-40a2-82f5-4257dde8f943,097_screen,0,model_data0.json,base0.glb,base0.glb,base0.jpg
60858cf9-5862-4a0b-a9c2-2c703ce429d1,097_screen,1,model_data1.json,base1.glb,base1.glb,base1.jpg
b161caa6-2ce4-43ef-9822-b60a458cc611,097_screen,2,model_data2.json,base2.glb,base2.glb,base2.jpg
860a6e16-fd48-498e-b8c3-2b5268b6bb1f,097_screen,3,model_data3.json,base3.glb,base3.glb,base3.jpg
26014cf4-6544-498e-b02f-d28518482b64,098_speaker,0,model_data0.json,base0.glb,base0.glb,base0.jpg
09d54890-6886-43ec-9c0b-fadcc587cd52,098_speaker,1,model_data1.json,base1.glb,base1.glb,base1.jpg
59f53bf1-8598-4893-bfd9-e65f4c22a69a,098_speaker,2,model_data2.json,base2.glb,base2.glb,base2.jpg
4442a29b-e440-419b-aa43-e8c5636c09dc,098_speaker,3,model_data3.json,base3.glb,base3.glb,base3.jpg
aaf981e8-94a9-4cae-80bf-738dc169b190,098_speaker,4,model_data4.json,base4.glb,base4.glb,base4.jpg
ca08ef54-b1d8-4bc6-83c4-cb68bba6bbb7,098_speaker,5,model_data5.json,base5.glb,base5.glb,base5.jpg
cb202b31-a27d-49fe-91df-3830b1751803,099_fan,0,model_data0.json,base0.glb,base0.glb,base0.jpg
dbba391c-f77a-40de-81d1-eeae7a6c9544,099_fan,1,model_data1.json,base1.glb,base1.glb,base1.jpg
a9dbab7b-e734-4565-b627-d0677ded7c42,099_fan,2,model_data2.json,base2.glb,base2.glb,base2.jpg
c43c002d-946a-41ce-ab9b-2348be533eb2,099_fan,3,model_data3.json,base3.glb,base3.glb,base3.jpg
e58046a2-86b9-4103-af37-0c7cc5a88643,099_fan,4,model_data4.json,base4.glb,base4.glb,base4.jpg
b7e6e104-3a08-4928-b803-bc6315807947,099_fan,5,model_data5.json,base5.glb,base5.glb,base5.jpg
8d83e29d-53eb-42a6-bb93-f79c4ac11125,099_fan,6,model_data6.json,base6.glb,base6.glb,base6.jpg
a12b4c01-ddf3-42af-a2b7-abf6f2faeb82,100_seal,0,model_data0.json,base0.glb,base0.glb,base0.jpg
73140bc2-17c8-4f2b-b3bc-b7d19e788f5b,100_seal,1,model_data1.json,base1.glb,base1.glb,base1.jpg
324df839-b73e-417b-8d4f-91dd2b58e8ef,100_seal,2,model_data2.json,base2.glb,base2.glb,base2.jpg
bc5d2a2b-2e09-44ab-802f-4add25984f81,100_seal,3,model_data3.json,base3.glb,base3.glb,base3.jpg
1868f1c5-c849-4522-95c5-c0250785e530,100_seal,4,model_data4.json,base4.glb,base4.glb,base4.jpg
c934a87b-817d-4472-a0aa-228f1f4ecf98,100_seal,6,model_data6.json,base6.glb,base6.glb,base6.jpg
